ACDNet NIfTI Volume Quality Evaluation
Date: 2025-03-23 08:36:27
dataset7_CLINIC_metal_0002_data.nii.gz[170]     18.69    0.8080
dataset7_CLINIC_metal_0002_data.nii.gz[171]     18.67    0.8079
dataset7_CLINIC_metal_0002_data.nii.gz[172]     18.65    0.8084
dataset7_CLINIC_metal_0002_data.nii.gz[173]     18.61    0.8093
dataset7_CLINIC_metal_0002_data.nii.gz[174]     18.59    0.8105
dataset7_CLINIC_metal_0002_data.nii.gz[175]     18.60    0.8114
dataset7_CLINIC_metal_0002_data.nii.gz[176]     18.60    0.8125
dataset7_CLINIC_metal_0002_data.nii.gz[177]     18.59    0.8133
dataset7_CLINIC_metal_0002_data.nii.gz[178]     18.57    0.8144
dataset7_CLINIC_metal_0002_data.nii.gz[179]     18.54    0.8157
dataset7_CLINIC_metal_0002_data.nii.gz[180]     18.53    0.8162
dataset7_CLINIC_metal_0002_data.nii.gz[181]     18.52    0.8162
dataset7_CLINIC_metal_0002_data.nii.gz[182]     18.50    0.8161
dataset7_CLINIC_metal_0002_data.nii.gz[183]     18.49    0.8156
dataset7_CLINIC_metal_0002_data.nii.gz[184]     18.50    0.8149
dataset7_CLINIC_metal_0002_data.nii.gz[185]     18.49    0.8140
dataset7_CLINIC_metal_0002_data.nii.gz[186]     18.47    0.8142
dataset7_CLINIC_metal_0002_data.nii.gz[187]     18.46    0.8147
dataset7_CLINIC_metal_0002_data.nii.gz[188]     18.46    0.8156
dataset7_CLINIC_metal_0002_data.nii.gz[189]     18.45    0.8157
dataset7_CLINIC_metal_0002_data.nii.gz[190]     18.44    0.8159
dataset7_CLINIC_metal_0002_data.nii.gz[191]     18.44    0.8163
dataset7_CLINIC_metal_0002_data.nii.gz[192]     18.44    0.8163
dataset7_CLINIC_metal_0002_data.nii.gz[193]     18.44    0.8167
dataset7_CLINIC_metal_0002_data.nii.gz[194]     18.43    0.8176
dataset7_CLINIC_metal_0002_data.nii.gz[195]     18.43    0.8191
dataset7_CLINIC_metal_0002_data.nii.gz[196]     18.44    0.8207
dataset7_CLINIC_metal_0002_data.nii.gz[197]     18.45    0.8218
dataset7_CLINIC_metal_0002_data.nii.gz[198]     18.48    0.8229
dataset7_CLINIC_metal_0002_data.nii.gz[199]     18.52    0.8232
dataset7_CLINIC_metal_0002_data.nii.gz[200]     18.54    0.8236
dataset7_CLINIC_metal_0002_data.nii.gz[201]     18.53    0.8223
dataset7_CLINIC_metal_0002_data.nii.gz[202]     18.52    0.8207
dataset7_CLINIC_metal_0002_data.nii.gz[203]     18.52    0.8205
dataset7_CLINIC_metal_0002_data.nii.gz[204]     18.52    0.8202
dataset7_CLINIC_metal_0002_data.nii.gz[205]     18.54    0.8201
dataset7_CLINIC_metal_0002_data.nii.gz[206]     18.56    0.8208
dataset7_CLINIC_metal_0002_data.nii.gz[207]     18.57    0.8205
dataset7_CLINIC_metal_0002_data.nii.gz[208]     18.58    0.8205
dataset7_CLINIC_metal_0002_data.nii.gz[209]     18.58    0.8200
dataset7_CLINIC_metal_0002_data.nii.gz[210]     18.58    0.8183
dataset7_CLINIC_metal_0002_data.nii.gz[211]     18.59    0.8156
dataset7_CLINIC_metal_0002_data.nii.gz[212]     18.60    0.8142
dataset7_CLINIC_metal_0002_data.nii.gz[213]     18.61    0.8129
dataset7_CLINIC_metal_0002_data.nii.gz[214]     18.62    0.8114
dataset7_CLINIC_metal_0002_data.nii.gz[215]     18.62    0.8109
dataset7_CLINIC_metal_0002_data.nii.gz[216]     18.62    0.8108
dataset7_CLINIC_metal_0002_data.nii.gz[217]     18.62    0.8110
dataset7_CLINIC_metal_0002_data.nii.gz[218]     18.62    0.8111
dataset7_CLINIC_metal_0002_data.nii.gz[219]     18.62    0.8113
dataset7_CLINIC_metal_0002_data.nii.gz[220]     18.62    0.8112
dataset7_CLINIC_metal_0002_data.nii.gz[221]     18.63    0.8114
dataset7_CLINIC_metal_0002_data.nii.gz[222]     18.63    0.8120
dataset7_CLINIC_metal_0002_data.nii.gz[223]     18.63    0.8130
dataset7_CLINIC_metal_0002_data.nii.gz[224]     18.63    0.8137
dataset7_CLINIC_metal_0002_data.nii.gz[225]     18.63    0.8145
dataset7_CLINIC_metal_0002_data.nii.gz[226]     18.63    0.8152
dataset7_CLINIC_metal_0002_data.nii.gz[227]     18.63    0.8160
dataset7_CLINIC_metal_0002_data.nii.gz[228]     18.63    0.8168
dataset7_CLINIC_metal_0002_data.nii.gz[229]     18.63    0.8171
dataset7_CLINIC_metal_0002_data.nii.gz[230]     18.63    0.8171
dataset7_CLINIC_metal_0002_data.nii.gz[231]     18.64    0.8170
dataset7_CLINIC_metal_0002_data.nii.gz[232]     18.64    0.8168
dataset7_CLINIC_metal_0002_data.nii.gz[233]     18.64    0.8168
dataset7_CLINIC_metal_0002_data.nii.gz[234]     18.64    0.8175
dataset7_CLINIC_metal_0002_data.nii.gz[235]     18.64    0.8184
dataset7_CLINIC_metal_0002_data.nii.gz[236]     18.65    0.8192
dataset7_CLINIC_metal_0002_data.nii.gz[237]     18.67    0.8195
dataset7_CLINIC_metal_0002_data.nii.gz[238]     18.68    0.8196
dataset7_CLINIC_metal_0002_data.nii.gz[239]     18.69    0.8198
dataset7_CLINIC_metal_0002_data.nii.gz[255]     18.69    0.8242
dataset7_CLINIC_metal_0002_data.nii.gz[256]     18.69    0.8241
dataset7_CLINIC_metal_0002_data.nii.gz[257]     18.69    0.8248
dataset7_CLINIC_metal_0002_data.nii.gz[258]     18.69    0.8259
dataset7_CLINIC_metal_0002_data.nii.gz[259]     18.68    0.8272
dataset7_CLINIC_metal_0002_data.nii.gz[260]     18.68    0.8288
dataset7_CLINIC_metal_0002_data.nii.gz[261]     18.67    0.8304
dataset7_CLINIC_metal_0002_data.nii.gz[262]     18.67    0.8322
dataset7_CLINIC_metal_0002_data.nii.gz[263]     18.67    0.8328
dataset7_CLINIC_metal_0002_data.nii.gz[264]     18.67    0.8325
dataset7_CLINIC_metal_0002_data.nii.gz[265]     18.68    0.8324
dataset7_CLINIC_metal_0002_data.nii.gz[266]     18.68    0.8326
dataset7_CLINIC_metal_0002_data.nii.gz[267]     18.68    0.8325
dataset7_CLINIC_metal_0002_data.nii.gz[268]     18.68    0.8324
dataset7_CLINIC_metal_0002_data.nii.gz[269]     18.68    0.8325
dataset7_CLINIC_metal_0002_data.nii.gz[270]     18.68    0.8324
dataset7_CLINIC_metal_0002_data.nii.gz[271]     18.68    0.8327
dataset7_CLINIC_metal_0002_data.nii.gz[272]     18.69    0.8328
dataset7_CLINIC_metal_0002_data.nii.gz[273]     18.69    0.8324
dataset7_CLINIC_metal_0002_data.nii.gz[274]     18.69    0.8323
dataset7_CLINIC_metal_0002_data.nii.gz[275]     18.69    0.8319
dataset7_CLINIC_metal_0002_data.nii.gz[279]     18.70    0.8309
dataset7_CLINIC_metal_0003_data.nii.gz[000]     18.52    0.8090
dataset7_CLINIC_metal_0003_data.nii.gz[002]     18.52    0.8089
dataset7_CLINIC_metal_0003_data.nii.gz[098]     18.52    0.7960
dataset7_CLINIC_metal_0003_data.nii.gz[099]     18.50    0.7960
dataset7_CLINIC_metal_0003_data.nii.gz[100]     18.47    0.7959
dataset7_CLINIC_metal_0003_data.nii.gz[101]     18.45    0.7955
dataset7_CLINIC_metal_0003_data.nii.gz[102]     18.43    0.7953
dataset7_CLINIC_metal_0003_data.nii.gz[103]     18.41    0.7951
dataset7_CLINIC_metal_0003_data.nii.gz[104]     18.40    0.7947
dataset7_CLINIC_metal_0003_data.nii.gz[105]     18.39    0.7945
dataset7_CLINIC_metal_0003_data.nii.gz[106]     18.38    0.7947
dataset7_CLINIC_metal_0003_data.nii.gz[107]     18.38    0.7947
dataset7_CLINIC_metal_0003_data.nii.gz[108]     18.37    0.7948
dataset7_CLINIC_metal_0003_data.nii.gz[109]     18.37    0.7955
dataset7_CLINIC_metal_0003_data.nii.gz[110]     18.37    0.7962
dataset7_CLINIC_metal_0003_data.nii.gz[111]     18.37    0.7965
dataset7_CLINIC_metal_0003_data.nii.gz[112]     18.37    0.7964
dataset7_CLINIC_metal_0003_data.nii.gz[113]     18.37    0.7962
dataset7_CLINIC_metal_0003_data.nii.gz[114]     18.37    0.7962
dataset7_CLINIC_metal_0003_data.nii.gz[115]     18.37    0.7962
dataset7_CLINIC_metal_0003_data.nii.gz[116]     18.37    0.7966
dataset7_CLINIC_metal_0003_data.nii.gz[117]     18.37    0.7973
dataset7_CLINIC_metal_0003_data.nii.gz[118]     18.36    0.7984
dataset7_CLINIC_metal_0003_data.nii.gz[119]     18.36    0.7991
dataset7_CLINIC_metal_0003_data.nii.gz[120]     18.36    0.7995
dataset7_CLINIC_metal_0003_data.nii.gz[121]     18.36    0.8000
dataset7_CLINIC_metal_0003_data.nii.gz[122]     18.35    0.8013
dataset7_CLINIC_metal_0003_data.nii.gz[123]     18.24    0.8025
dataset7_CLINIC_metal_0003_data.nii.gz[124]     18.08    0.8034
dataset7_CLINIC_metal_0003_data.nii.gz[125]     18.05    0.8044
dataset7_CLINIC_metal_0003_data.nii.gz[126]     18.12    0.8051
dataset7_CLINIC_metal_0003_data.nii.gz[127]     18.15    0.8056
dataset7_CLINIC_metal_0003_data.nii.gz[128]     18.17    0.8057
dataset7_CLINIC_metal_0003_data.nii.gz[129]     18.16    0.8057
dataset7_CLINIC_metal_0003_data.nii.gz[130]     18.10    0.8060
dataset7_CLINIC_metal_0003_data.nii.gz[131]     18.10    0.8068
dataset7_CLINIC_metal_0003_data.nii.gz[132]     18.16    0.8073
dataset7_CLINIC_metal_0003_data.nii.gz[133]     18.23    0.8068
dataset7_CLINIC_metal_0003_data.nii.gz[134]     18.27    0.8063
dataset7_CLINIC_metal_0003_data.nii.gz[135]     18.28    0.8058
dataset7_CLINIC_metal_0003_data.nii.gz[136]     18.23    0.8056
dataset7_CLINIC_metal_0003_data.nii.gz[137]     18.21    0.8058
dataset7_CLINIC_metal_0003_data.nii.gz[138]     18.22    0.8058
dataset7_CLINIC_metal_0003_data.nii.gz[139]     18.28    0.8058
dataset7_CLINIC_metal_0003_data.nii.gz[140]     18.34    0.8055
dataset7_CLINIC_metal_0003_data.nii.gz[141]     18.35    0.8052
dataset7_CLINIC_metal_0003_data.nii.gz[142]     18.37    0.8054
dataset7_CLINIC_metal_0003_data.nii.gz[143]     18.36    0.8058
dataset7_CLINIC_metal_0003_data.nii.gz[144]     18.31    0.8055
dataset7_CLINIC_metal_0003_data.nii.gz[145]     18.25    0.8050
dataset7_CLINIC_metal_0003_data.nii.gz[146]     18.22    0.8047
dataset7_CLINIC_metal_0003_data.nii.gz[147]     18.23    0.8049
dataset7_CLINIC_metal_0003_data.nii.gz[148]     18.29    0.8049
dataset7_CLINIC_metal_0003_data.nii.gz[149]     18.35    0.8042
dataset7_CLINIC_metal_0003_data.nii.gz[150]     18.36    0.8039
dataset7_CLINIC_metal_0003_data.nii.gz[151]     18.37    0.8043
dataset7_CLINIC_metal_0003_data.nii.gz[152]     18.36    0.8045
dataset7_CLINIC_metal_0003_data.nii.gz[153]     18.31    0.8043
dataset7_CLINIC_metal_0003_data.nii.gz[154]     18.25    0.8043
dataset7_CLINIC_metal_0003_data.nii.gz[155]     18.22    0.8048
dataset7_CLINIC_metal_0003_data.nii.gz[156]     18.22    0.8051
dataset7_CLINIC_metal_0003_data.nii.gz[157]     18.27    0.8058
dataset7_CLINIC_metal_0003_data.nii.gz[158]     18.31    0.8074
dataset7_CLINIC_metal_0003_data.nii.gz[159]     18.28    0.8087
dataset7_CLINIC_metal_0003_data.nii.gz[160]     18.28    0.8089
dataset7_CLINIC_metal_0003_data.nii.gz[161]     18.31    0.8075
dataset7_CLINIC_metal_0003_data.nii.gz[162]     18.27    0.8042
dataset7_CLINIC_metal_0003_data.nii.gz[163]     18.24    0.8024
dataset7_CLINIC_metal_0003_data.nii.gz[164]     18.23    0.8019
dataset7_CLINIC_metal_0003_data.nii.gz[165]     18.23    0.8014
dataset7_CLINIC_metal_0003_data.nii.gz[166]     18.27    0.8021
dataset7_CLINIC_metal_0003_data.nii.gz[167]     18.34    0.8019
dataset7_CLINIC_metal_0003_data.nii.gz[168]     18.36    0.8004
dataset7_CLINIC_metal_0003_data.nii.gz[169]     18.36    0.7995
dataset7_CLINIC_metal_0003_data.nii.gz[170]     18.38    0.7996
dataset7_CLINIC_metal_0003_data.nii.gz[171]     18.39    0.7991
dataset7_CLINIC_metal_0003_data.nii.gz[172]     18.35    0.7987
dataset7_CLINIC_metal_0003_data.nii.gz[173]     18.29    0.7991
dataset7_CLINIC_metal_0003_data.nii.gz[174]     18.25    0.7995
dataset7_CLINIC_metal_0003_data.nii.gz[175]     18.24    0.8003
dataset7_CLINIC_metal_0003_data.nii.gz[176]     18.26    0.8009
dataset7_CLINIC_metal_0003_data.nii.gz[177]     18.32    0.8008
dataset7_CLINIC_metal_0003_data.nii.gz[178]     18.37    0.7999
dataset7_CLINIC_metal_0003_data.nii.gz[179]     18.37    0.7990
dataset7_CLINIC_metal_0003_data.nii.gz[180]     18.37    0.7982
dataset7_CLINIC_metal_0003_data.nii.gz[181]     18.38    0.7978
dataset7_CLINIC_metal_0003_data.nii.gz[182]     18.40    0.7981
dataset7_CLINIC_metal_0003_data.nii.gz[183]     18.39    0.7987
dataset7_CLINIC_metal_0003_data.nii.gz[184]     18.35    0.7988
dataset7_CLINIC_metal_0003_data.nii.gz[185]     18.29    0.7997
dataset7_CLINIC_metal_0003_data.nii.gz[186]     18.27    0.7997
dataset7_CLINIC_metal_0003_data.nii.gz[187]     18.26    0.8000
dataset7_CLINIC_metal_0003_data.nii.gz[188]     18.25    0.8004
dataset7_CLINIC_metal_0003_data.nii.gz[189]     18.28    0.8009
dataset7_CLINIC_metal_0003_data.nii.gz[190]     18.35    0.8012
dataset7_CLINIC_metal_0003_data.nii.gz[191]     18.36    0.8016
dataset7_CLINIC_metal_0003_data.nii.gz[192]     18.37    0.8016
dataset7_CLINIC_metal_0003_data.nii.gz[193]     18.37    0.8018
dataset7_CLINIC_metal_0003_data.nii.gz[194]     18.38    0.8024
dataset7_CLINIC_metal_0003_data.nii.gz[195]     18.40    0.8027
dataset7_CLINIC_metal_0003_data.nii.gz[196]     18.41    0.8032
dataset7_CLINIC_metal_0003_data.nii.gz[197]     18.38    0.8034
dataset7_CLINIC_metal_0003_data.nii.gz[198]     18.34    0.8031
dataset7_CLINIC_metal_0003_data.nii.gz[199]     18.30    0.8033
dataset7_CLINIC_metal_0003_data.nii.gz[200]     18.29    0.8031
dataset7_CLINIC_metal_0003_data.nii.gz[201]     18.28    0.8031
dataset7_CLINIC_metal_0003_data.nii.gz[202]     18.27    0.8037
dataset7_CLINIC_metal_0003_data.nii.gz[203]     18.28    0.8042
dataset7_CLINIC_metal_0003_data.nii.gz[204]     18.34    0.8039
dataset7_CLINIC_metal_0003_data.nii.gz[205]     18.38    0.8033
dataset7_CLINIC_metal_0003_data.nii.gz[206]     18.37    0.8034
dataset7_CLINIC_metal_0003_data.nii.gz[207]     18.39    0.8035
dataset7_CLINIC_metal_0003_data.nii.gz[208]     18.37    0.8037
dataset7_CLINIC_metal_0003_data.nii.gz[209]     18.36    0.8036
dataset7_CLINIC_metal_0003_data.nii.gz[210]     18.38    0.8040
dataset7_CLINIC_metal_0003_data.nii.gz[211]     18.37    0.8057
dataset7_CLINIC_metal_0003_data.nii.gz[212]     18.29    0.8076
dataset7_CLINIC_metal_0003_data.nii.gz[213]     18.19    0.8063
dataset7_CLINIC_metal_0003_data.nii.gz[214]     18.14    0.8046
dataset7_CLINIC_metal_0003_data.nii.gz[215]     18.15    0.8040
dataset7_CLINIC_metal_0003_data.nii.gz[216]     18.19    0.8030
dataset7_CLINIC_metal_0003_data.nii.gz[217]     18.25    0.8019
dataset7_CLINIC_metal_0003_data.nii.gz[218]     18.27    0.8026
dataset7_CLINIC_metal_0003_data.nii.gz[219]     18.28    0.8039
dataset7_CLINIC_metal_0003_data.nii.gz[220]     18.33    0.8044
dataset7_CLINIC_metal_0003_data.nii.gz[221]     18.33    0.8045
dataset7_CLINIC_metal_0003_data.nii.gz[222]     18.35    0.8031
dataset7_CLINIC_metal_0003_data.nii.gz[223]     18.36    0.8022
dataset7_CLINIC_metal_0003_data.nii.gz[224]     18.32    0.8031
dataset7_CLINIC_metal_0003_data.nii.gz[225]     18.26    0.8047
dataset7_CLINIC_metal_0003_data.nii.gz[226]     18.23    0.8082
dataset7_CLINIC_metal_0003_data.nii.gz[227]     18.26    0.8130
dataset7_CLINIC_metal_0003_data.nii.gz[228]     18.29    0.8156
dataset7_CLINIC_metal_0003_data.nii.gz[229]     18.24    0.8164
dataset7_CLINIC_metal_0003_data.nii.gz[230]     18.17    0.8135
dataset7_CLINIC_metal_0003_data.nii.gz[231]     18.18    0.8092
dataset7_CLINIC_metal_0003_data.nii.gz[232]     18.18    0.8078
dataset7_CLINIC_metal_0003_data.nii.gz[233]     18.20    0.8080
dataset7_CLINIC_metal_0003_data.nii.gz[234]     18.21    0.8089
dataset7_CLINIC_metal_0003_data.nii.gz[235]     18.24    0.8095
dataset7_CLINIC_metal_0003_data.nii.gz[236]     18.30    0.8094
dataset7_CLINIC_metal_0003_data.nii.gz[237]     18.32    0.8099
dataset7_CLINIC_metal_0003_data.nii.gz[238]     18.31    0.8102
dataset7_CLINIC_metal_0003_data.nii.gz[239]     18.30    0.8103
dataset7_CLINIC_metal_0003_data.nii.gz[240]     18.23    0.8119
dataset7_CLINIC_metal_0003_data.nii.gz[241]     18.11    0.8145
dataset7_CLINIC_metal_0003_data.nii.gz[242]     18.03    0.8154
dataset7_CLINIC_metal_0003_data.nii.gz[243]     18.03    0.8159
dataset7_CLINIC_metal_0003_data.nii.gz[244]     17.99    0.8160
dataset7_CLINIC_metal_0003_data.nii.gz[245]     17.89    0.8154
dataset7_CLINIC_metal_0003_data.nii.gz[246]     17.82    0.8149
dataset7_CLINIC_metal_0003_data.nii.gz[247]     17.84    0.8142
dataset7_CLINIC_metal_0003_data.nii.gz[248]     17.86    0.8134
dataset7_CLINIC_metal_0003_data.nii.gz[249]     17.82    0.8146
dataset7_CLINIC_metal_0003_data.nii.gz[250]     17.86    0.8160
dataset7_CLINIC_metal_0003_data.nii.gz[251]     17.96    0.8167
dataset7_CLINIC_metal_0003_data.nii.gz[252]     18.06    0.8168
dataset7_CLINIC_metal_0003_data.nii.gz[253]     18.08    0.8155
dataset7_CLINIC_metal_0003_data.nii.gz[254]     18.08    0.8153
dataset7_CLINIC_metal_0003_data.nii.gz[255]     18.08    0.8166
dataset7_CLINIC_metal_0003_data.nii.gz[256]     18.02    0.8173
dataset7_CLINIC_metal_0003_data.nii.gz[257]     18.01    0.8181
dataset7_CLINIC_metal_0003_data.nii.gz[258]     18.02    0.8190
dataset7_CLINIC_metal_0003_data.nii.gz[259]     17.98    0.8201
dataset7_CLINIC_metal_0003_data.nii.gz[260]     17.90    0.8201
dataset7_CLINIC_metal_0003_data.nii.gz[261]     17.81    0.8202
dataset7_CLINIC_metal_0003_data.nii.gz[262]     17.75    0.8203
dataset7_CLINIC_metal_0003_data.nii.gz[263]     17.74    0.8206
dataset7_CLINIC_metal_0003_data.nii.gz[264]     17.81    0.8210
dataset7_CLINIC_metal_0003_data.nii.gz[265]     17.89    0.8208
dataset7_CLINIC_metal_0003_data.nii.gz[266]     17.92    0.8208
dataset7_CLINIC_metal_0003_data.nii.gz[267]     17.95    0.8214
dataset7_CLINIC_metal_0003_data.nii.gz[268]     17.98    0.8212
dataset7_CLINIC_metal_0003_data.nii.gz[269]     17.98    0.8211
dataset7_CLINIC_metal_0003_data.nii.gz[270]     17.95    0.8211
dataset7_CLINIC_metal_0003_data.nii.gz[271]     17.99    0.8208
dataset7_CLINIC_metal_0003_data.nii.gz[272]     18.02    0.8205
dataset7_CLINIC_metal_0003_data.nii.gz[273]     18.02    0.8201
dataset7_CLINIC_metal_0003_data.nii.gz[274]     18.03    0.8200
dataset7_CLINIC_metal_0003_data.nii.gz[275]     18.04    0.8209
dataset7_CLINIC_metal_0003_data.nii.gz[276]     18.02    0.8229
dataset7_CLINIC_metal_0003_data.nii.gz[277]     17.94    0.8246
dataset7_CLINIC_metal_0003_data.nii.gz[278]     17.88    0.8259
dataset7_CLINIC_metal_0003_data.nii.gz[279]     17.84    0.8267
dataset7_CLINIC_metal_0003_data.nii.gz[280]     17.82    0.8266
dataset7_CLINIC_metal_0003_data.nii.gz[281]     17.83    0.8265
dataset7_CLINIC_metal_0003_data.nii.gz[282]     17.81    0.8273
dataset7_CLINIC_metal_0003_data.nii.gz[283]     17.85    0.8286
dataset7_CLINIC_metal_0003_data.nii.gz[284]     17.92    0.8286
dataset7_CLINIC_metal_0003_data.nii.gz[285]     17.95    0.8280
dataset7_CLINIC_metal_0003_data.nii.gz[286]     17.95    0.8284
dataset7_CLINIC_metal_0003_data.nii.gz[287]     17.97    0.8281
dataset7_CLINIC_metal_0003_data.nii.gz[288]     17.97    0.8306
dataset7_CLINIC_metal_0003_data.nii.gz[289]     17.96    0.8336
dataset7_CLINIC_metal_0003_data.nii.gz[290]     17.96    0.8363
dataset7_CLINIC_metal_0003_data.nii.gz[291]     17.95    0.8354
dataset7_CLINIC_metal_0003_data.nii.gz[292]     17.98    0.8326
dataset7_CLINIC_metal_0003_data.nii.gz[293]     17.94    0.8312
dataset7_CLINIC_metal_0003_data.nii.gz[294]     17.91    0.8298
dataset7_CLINIC_metal_0003_data.nii.gz[295]     17.88    0.8277
dataset7_CLINIC_metal_0003_data.nii.gz[296]     17.81    0.8257
dataset7_CLINIC_metal_0003_data.nii.gz[297]     17.81    0.8241
dataset7_CLINIC_metal_0003_data.nii.gz[298]     17.87    0.8250
dataset7_CLINIC_metal_0003_data.nii.gz[299]     17.90    0.8278
dataset7_CLINIC_metal_0003_data.nii.gz[300]     17.92    0.8280
dataset7_CLINIC_metal_0003_data.nii.gz[301]     17.94    0.8276
dataset7_CLINIC_metal_0003_data.nii.gz[302]     17.95    0.8260
dataset7_CLINIC_metal_0003_data.nii.gz[303]     17.91    0.8248
dataset7_CLINIC_metal_0003_data.nii.gz[304]     17.89    0.8241
dataset7_CLINIC_metal_0003_data.nii.gz[305]     17.92    0.8241
dataset7_CLINIC_metal_0003_data.nii.gz[306]     17.91    0.8253
dataset7_CLINIC_metal_0003_data.nii.gz[307]     17.94    0.8253
dataset7_CLINIC_metal_0003_data.nii.gz[308]     17.96    0.8257
dataset7_CLINIC_metal_0003_data.nii.gz[309]     17.96    0.8255
dataset7_CLINIC_metal_0003_data.nii.gz[310]     18.01    0.8248
dataset7_CLINIC_metal_0003_data.nii.gz[311]     18.01    0.8255
dataset7_CLINIC_metal_0003_data.nii.gz[312]     18.00    0.8266
dataset7_CLINIC_metal_0003_data.nii.gz[313]     18.00    0.8276
dataset7_CLINIC_metal_0003_data.nii.gz[314]     18.07    0.8290
dataset7_CLINIC_metal_0003_data.nii.gz[315]     18.11    0.8297
dataset7_CLINIC_metal_0003_data.nii.gz[316]     18.12    0.8290
dataset7_CLINIC_metal_0003_data.nii.gz[317]     18.10    0.8271
dataset7_CLINIC_metal_0003_data.nii.gz[318]     18.08    0.8246
dataset7_CLINIC_metal_0003_data.nii.gz[319]     18.10    0.8243
dataset7_CLINIC_metal_0003_data.nii.gz[320]     18.12    0.8246
dataset7_CLINIC_metal_0003_data.nii.gz[321]     18.12    0.8255
dataset7_CLINIC_metal_0003_data.nii.gz[322]     18.09    0.8272
dataset7_CLINIC_metal_0003_data.nii.gz[323]     18.08    0.8285
dataset7_CLINIC_metal_0003_data.nii.gz[324]     18.07    0.8287
dataset7_CLINIC_metal_0003_data.nii.gz[325]     18.09    0.8289
dataset7_CLINIC_metal_0003_data.nii.gz[326]     18.17    0.8285
dataset7_CLINIC_metal_0003_data.nii.gz[327]     18.21    0.8272
dataset7_CLINIC_metal_0003_data.nii.gz[328]     18.20    0.8274
dataset7_CLINIC_metal_0003_data.nii.gz[329]     18.16    0.8282
dataset7_CLINIC_metal_0003_data.nii.gz[330]     18.14    0.8300
dataset7_CLINIC_metal_0003_data.nii.gz[331]     18.21    0.8310
dataset7_CLINIC_metal_0003_data.nii.gz[332]     18.24    0.8323
dataset7_CLINIC_metal_0003_data.nii.gz[333]     18.26    0.8337
dataset7_CLINIC_metal_0003_data.nii.gz[334]     18.28    0.8345
dataset7_CLINIC_metal_0003_data.nii.gz[335]     18.30    0.8343
dataset7_CLINIC_metal_0003_data.nii.gz[336]     18.26    0.8338
dataset7_CLINIC_metal_0003_data.nii.gz[337]     18.21    0.8336
dataset7_CLINIC_metal_0003_data.nii.gz[338]     18.25    0.8325
dataset7_CLINIC_metal_0003_data.nii.gz[339]     18.28    0.8305
dataset7_CLINIC_metal_0003_data.nii.gz[340]     18.28    0.8300
dataset7_CLINIC_metal_0003_data.nii.gz[341]     18.30    0.8296
dataset7_CLINIC_metal_0003_data.nii.gz[342]     18.32    0.8284
dataset7_CLINIC_metal_0003_data.nii.gz[343]     18.33    0.8269
dataset7_CLINIC_metal_0003_data.nii.gz[344]     18.33    0.8267
dataset7_CLINIC_metal_0003_data.nii.gz[345]     18.35    0.8272
dataset7_CLINIC_metal_0003_data.nii.gz[346]     18.37    0.8275
dataset7_CLINIC_metal_0003_data.nii.gz[347]     18.39    0.8273
dataset7_CLINIC_metal_0003_data.nii.gz[348]     18.48    0.8248
dataset7_CLINIC_metal_0003_data.nii.gz[349]     18.54    0.8232
dataset7_CLINIC_metal_0004_data.nii.gz[054]     18.12    0.8023
dataset7_CLINIC_metal_0004_data.nii.gz[055]     18.11    0.8029
dataset7_CLINIC_metal_0004_data.nii.gz[056]     18.09    0.8034
dataset7_CLINIC_metal_0004_data.nii.gz[057]     18.08    0.8037
dataset7_CLINIC_metal_0004_data.nii.gz[058]     18.08    0.8044
dataset7_CLINIC_metal_0004_data.nii.gz[059]     18.07    0.8047
dataset7_CLINIC_metal_0004_data.nii.gz[060]     18.07    0.8051
dataset7_CLINIC_metal_0004_data.nii.gz[061]     18.06    0.8057
dataset7_CLINIC_metal_0004_data.nii.gz[062]     18.05    0.8059
dataset7_CLINIC_metal_0004_data.nii.gz[063]     18.04    0.8060
dataset7_CLINIC_metal_0004_data.nii.gz[064]     18.03    0.8060
dataset7_CLINIC_metal_0004_data.nii.gz[065]     18.03    0.8064
dataset7_CLINIC_metal_0004_data.nii.gz[066]     18.03    0.8065
dataset7_CLINIC_metal_0004_data.nii.gz[067]     18.02    0.8066
dataset7_CLINIC_metal_0004_data.nii.gz[068]     18.02    0.8067
dataset7_CLINIC_metal_0004_data.nii.gz[069]     18.02    0.8071
dataset7_CLINIC_metal_0004_data.nii.gz[070]     18.03    0.8071
dataset7_CLINIC_metal_0004_data.nii.gz[071]     18.02    0.8064
dataset7_CLINIC_metal_0004_data.nii.gz[072]     18.03    0.8059
dataset7_CLINIC_metal_0004_data.nii.gz[073]     18.02    0.8055
dataset7_CLINIC_metal_0004_data.nii.gz[074]     18.03    0.8055
dataset7_CLINIC_metal_0004_data.nii.gz[075]     18.03    0.8052
dataset7_CLINIC_metal_0004_data.nii.gz[076]     18.03    0.8048
dataset7_CLINIC_metal_0004_data.nii.gz[077]     18.03    0.8044
dataset7_CLINIC_metal_0004_data.nii.gz[078]     18.03    0.8045
dataset7_CLINIC_metal_0004_data.nii.gz[079]     18.03    0.8047
dataset7_CLINIC_metal_0004_data.nii.gz[080]     18.03    0.8045
dataset7_CLINIC_metal_0004_data.nii.gz[081]     18.03    0.8048
dataset7_CLINIC_metal_0004_data.nii.gz[082]     18.02    0.8054
dataset7_CLINIC_metal_0004_data.nii.gz[083]     18.01    0.8057
dataset7_CLINIC_metal_0004_data.nii.gz[084]     18.00    0.8054
